Point Number,Latitude (deg),Longitude (deg),Area
339,44.709626385833424,70.74074074074075,3576.062255163436
340,44.709626385833424,71.48148148148147,3576.062255163436
341,44.709626385833424,72.96296296296296,3576.062255163436
342,44.709626385833424,73.7037037037037,3576.062255163436
343,44.709626385833424,75.18518518518519,3576.062255163436
344,44.709626385833424,75.92592592592592,3576.062255163436
345,44.709626385833424,77.4074074074074,3576.062255163436
346,44.709626385833424,78.14814814814814,3576.062255163436
347,44.709626385833424,79.62962962962963,3576.062255163436
348,45.25962248261119,60.37037037037036,3541.6883727653344
349,45.25962248261119,61.11111111111111,3541.6883727653344
350,45.25962248261119,61.85185185185185,3541.6883727653344
351,45.25962248261119,62.59259259259258,3541.6883727653344
352,45.25962248261119,63.33333333333333,3541.6883727653344
353,45.25962248261119,64.07407407407408,3541.6883727653344
354,45.25962248261119,64.81481481481481,3541.6883727653344
355,45.25962248261119,65.55555555555556,3541.6883727653344
356,45.25962248261119,66.29629629629629,3541.6883727653344
357,45.25962248261119,67.03703703703702,3541.6883727653344
358,45.25962248261119,67.77777777777777,3541.6883727653344
359,45.25962248261119,68.51851851851852,3541.6883727653344
360,45.25962248261119,69.25925925925925,3541.6883727653344
361,45.25962248261119,70.0,3541.6883727653344
362,45.25962248261119,70.74074074074075,3541.6883727653344
363,45.25962248261119,71.48148148148147,3541.6883727653344
364,45.25962248261119,72.22222222222221,3541.6883727653344
365,45.25962248261119,72.96296296296296,3541.6883727653344
366,45.25962248261119,73.7037037037037,3541.6883727653344
367,45.25962248261119,74.44444444444444,3541.6883727653344
368,45.25962248261119,75.18518518518519,3541.6883727653344
369,45.25962248261119,75.92592592592592,3541.6883727653344
370,45.25962248261119,76.66666666666666,3541.6883727653344
371,45.25962248261119,77.4074074074074,3541.6883727653344
372,45.25962248261119,78.14814814814814,3541.6883727653344
373,45.25962248261119,78.88888888888889,3541.6883727653344
374,45.25962248261119,79.62962962962963,3541.6883727653344
375,45.809618579388975,60.37037037037036,3506.9925763134584
376,45.809618579388975,61.11111111111111,3506.9925763134584
377,45.809618579388975,61.85185185185185,3506.9925763134584
378,45.809618579388975,62.59259259259258,3506.9925763134584
379,45.809618579388975,63.33333333333333,3506.9925763134584
380,45.809618579388975,64.07407407407408,3506.9925763134584
381,45.809618579388975,64.81481481481481,3506.9925763134584
382,45.809618579388975,65.55555555555556,3506.9925763134584
383,45.809618579388975,66.29629629629629,3506.9925763134584
384,45.809618579388975,67.03703703703702,3506.9925763134584
385,45.809618579388975,67.77777777777777,3506.9925763134584
386,45.809618579388975,68.51851851851852,3506.9925763134584
387,45.809618579388975,69.25925925925925,3506.9925763134584
388,45.809618579388975,70.0,3506.9925763134584
389,45.809618579388975,70.74074074074075,3506.9925763134584
390,45.809618579388975,71.48148148148147,3506.9925763134584
391,45.809618579388975,72.22222222222221,3506.9925763134584
392,45.809618579388975,72.96296296296296,3506.9925763134584
393,45.809618579388975,73.7037037037037,3506.9925763134584
394,45.809618579388975,74.44444444444444,3506.9925763134584
395,45.809618579388975,75.18518518518519,3506.9925763134584
396,45.809618579388975,75.92592592592592,3506.9925763134584
397,45.809618579388975,76.66666666666666,3506.9925763134584
398,45.809618579388975,77.4074074074074,3506.9925763134584
399,45.809618579388975,78.14814814814814,3506.9925763134584
400,45.809618579388975,78.88888888888889,3506.9925763134584
